id,oai_id,value,order,file,verified,entry_type,has_attach,link_to_content
14269,oai:www.wbc.poznan.pl:51850,rydz śmigły,first_page,0349.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/51850
14270,oai:www.wbc.poznan.pl:51850,san sebastian,first_page,0349.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/51850
14271,oai:www.wbc.poznan.pl:51850,stalin dogorywa,first_page,0349.djvu,1,2,TRUE,https://www.wbc.poznan.pl/dlibra/publication/edition/51850
14272,oai:www.wbc.poznan.pl:51850,wyścig kolarski warszawa - berlin,first_page,0349.djvu,1,2,TRUE,https://www.wbc.poznan.pl/dlibra/publication/edition/51850
14273,oai:www.wbc.poznan.pl:51850,francja się zbroi,first_page,0349.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/51850
14274,oai:www.wbc.poznan.pl:51682,polscy piłkarze,first_page,0207.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/51682
14275,oai:www.wbc.poznan.pl:51682,trocki w norwegii,first_page,0207.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/51682
14276,oai:www.wbc.poznan.pl:51682,lekkoatletyka,first_page,0207.djvu,1,2,TRUE,https://www.wbc.poznan.pl/dlibra/publication/edition/51682
14277,oai:www.wbc.poznan.pl:51682,posiew trucizny,first_page,0207.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/51682
14278,oai:www.wbc.poznan.pl:72942,stalowe płuca,other_page,068_0001.djvu,1,2,TRUE,https://www.wbc.poznan.pl/dlibra/publication/edition/72942
14279,oai:www.wbc.poznan.pl:72942,vendetta po stu latach,other_page,068_0001.djvu,1,2,TRUE,https://www.wbc.poznan.pl/dlibra/publication/edition/72942
14280,oai:www.wbc.poznan.pl:72942,ugory (powieść),other_page,068_0001.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/72942
14281,oai:www.wbc.poznan.pl:72942,milion rowerów,other_page,068_0001.djvu,1,2,TRUE,https://www.wbc.poznan.pl/dlibra/publication/edition/72942
14282,oai:www.wbc.poznan.pl:72942,żydzi na dunaju,other_page,068_0001.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/72942
14283,oai:www.wbc.poznan.pl:50756,szalona janka (powieść),other_page,0581.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/50756
14284,oai:www.wbc.poznan.pl:50756,ogłoszenia osobiste,other_page,0581.djvu,1,2,TRUE,https://www.wbc.poznan.pl/dlibra/publication/edition/50756
14285,oai:www.wbc.poznan.pl:50756,z życia wielkopolski (rubryka),other_page,0581.djvu,1,2,FALSE,https://www.wbc.poznan.pl/dlibra/publication/edition/50756
