id,oai_id,value,order,file,verified,entry_type,has_attach,display_name,link_to_content
10,oai:www.wbc.poznan.pl:46605,podgórna,last_page,0024.djvu,1,1,FALSE,ul. podgórna,https://www.wbc.poznan.pl/dlibra/publication/edition/46605
1001,oai:www.wbc.poznan.pl:46996,wolności,first_page,0675.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/46996
10013,oai:www.wbc.poznan.pl:47633,wielka,other_page,1218.djvu,5,1,FALSE,ul. wielka,https://www.wbc.poznan.pl/dlibra/publication/edition/47633
10020,oai:www.wbc.poznan.pl:50736,młyńska,other_page,0480.djvu,5,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/50736
10032,oai:www.wbc.poznan.pl:46147,kraszewskiego,last_page,078.djvu,5,1,FALSE,ul. kraszewskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/46147
10033,oai:www.wbc.poznan.pl:46147,wolności,last_page,078.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/46147
10034,oai:www.wbc.poznan.pl:46147,focha,first_page,075.djvu,5,1,FALSE,ul. focha,https://www.wbc.poznan.pl/dlibra/publication/edition/46147
10035,oai:www.wbc.poznan.pl:46147,fredry,first_page,075.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/46147
10036,oai:www.wbc.poznan.pl:62239,fredry,other_page,0060_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/62239
10052,oai:www.wbc.poznan.pl:50726,grochowe łąki,other_page,0046.djvu,5,1,FALSE,ul. grochowe łąki,https://www.wbc.poznan.pl/dlibra/publication/edition/50726
10053,oai:www.wbc.poznan.pl:50726,berwińskiego,last_page,0047.djvu,5,1,FALSE,ul. berwińskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/50726
10054,oai:www.wbc.poznan.pl:50726,chwaliszewo,last_page,0047.djvu,5,1,FALSE,chwaliszewo,https://www.wbc.poznan.pl/dlibra/publication/edition/50726
10068,oai:www.wbc.poznan.pl:61465,3 maja,last_page,0824_0001.djvu,5,1,FALSE,ul. 3 maja,https://www.wbc.poznan.pl/dlibra/publication/edition/61465
10069,oai:www.wbc.poznan.pl:61465,wolności,last_page,0824_0001.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/61465
1007,oai:www.wbc.poznan.pl:46996,kraszewskiego,last_page,0680.djvu,5,1,FALSE,ul. kraszewskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/46996
10092,oai:www.wbc.poznan.pl:51088,pocztowa,other_page,0880.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51088
10099,oai:www.wbc.poznan.pl:51088,szewska,last_page,0882.djvu,5,1,FALSE,ul. szewska,https://www.wbc.poznan.pl/dlibra/publication/edition/51088
10112,oai:www.wbc.poznan.pl:61464,fredry,other_page,0816_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/61464
10124,oai:www.wbc.poznan.pl:47087,górna wilda,other_page,0768.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/47087
10125,oai:www.wbc.poznan.pl:46346,staszica,first_page,393.djvu,5,1,FALSE,ul. staszica,https://www.wbc.poznan.pl/dlibra/publication/edition/46346
10129,oai:www.wbc.poznan.pl:46346,focha,other_page,394.djvu,5,1,FALSE,ul. focha,https://www.wbc.poznan.pl/dlibra/publication/edition/46346
10133,oai:www.wbc.poznan.pl:46346,fredry,other_page,395.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/46346
10134,oai:www.wbc.poznan.pl:46346,piekary,other_page,395.djvu,5,1,FALSE,ul. piekary,https://www.wbc.poznan.pl/dlibra/publication/edition/46346
10139,oai:www.wbc.poznan.pl:62240,fredry,other_page,0067_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/62240
1014,oai:www.wbc.poznan.pl:50913,młyńska,other_page,0331.djvu,5,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/50913
10146,oai:www.wbc.poznan.pl:62242,fredry,other_page,0079_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/62242
10147,oai:www.wbc.poznan.pl:50667,sapieżyński,other_page,0222.djvu,5,1,FALSE,pl. sapieżyński,https://www.wbc.poznan.pl/dlibra/publication/edition/50667
1015,oai:www.wbc.poznan.pl:50913,wolności,other_page,0331.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/50913
10152,oai:www.wbc.poznan.pl:50667,wolności,other_page,0223.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/50667
10156,oai:www.wbc.poznan.pl:74164,nowomiejski,other_page,1009_0001.djvu,5,1,FALSE,pl. nowomiejski,https://www.wbc.poznan.pl/dlibra/publication/edition/74164
1016,oai:www.wbc.poznan.pl:50913,szkolna,other_page,0331.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50913
10161,oai:www.wbc.poznan.pl:74066,kościuszki,other_page,897_0001.djvu,5,1,FALSE,ul. kościuszki,https://www.wbc.poznan.pl/dlibra/publication/edition/74066
10167,oai:www.wbc.poznan.pl:74138,strzelecka,last_page,0938_0001.djvu,5,1,FALSE,ul. strzelecka,https://www.wbc.poznan.pl/dlibra/publication/edition/74138
10168,oai:www.wbc.poznan.pl:74138,szeląg,other_page,0936_0001.djvu,1,1,FALSE,szeląg,https://www.wbc.poznan.pl/dlibra/publication/edition/74138
10176,oai:www.wbc.poznan.pl:61250,matejki,first_page,0103_0001.djvu,5,1,FALSE,ul. matejki,https://www.wbc.poznan.pl/dlibra/publication/edition/61250
10177,oai:www.wbc.poznan.pl:61250,kochanowskiego,last_page,0108_0001.djvu,5,1,FALSE,ul. kochanowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/61250
10180,oai:www.wbc.poznan.pl:61250,szkolna,last_page,0108_0001.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/61250
10181,oai:www.wbc.poznan.pl:61250,św. marcin,last_page,0108_0001.djvu,5,1,FALSE,ul. św. marcin,https://www.wbc.poznan.pl/dlibra/publication/edition/61250
10183,oai:www.wbc.poznan.pl:61250,fredry,other_page,0106_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/61250
10185,oai:www.wbc.poznan.pl:61250,mickiewicza,other_page,0106_0001.djvu,5,1,FALSE,ul. mickiewicza,https://www.wbc.poznan.pl/dlibra/publication/edition/61250
10186,oai:www.wbc.poznan.pl:61250,wały batorego,other_page,0106_0001.djvu,5,1,FALSE,wały batorego,https://www.wbc.poznan.pl/dlibra/publication/edition/61250
10187,oai:www.wbc.poznan.pl:47298,dominikańska,last_page,0968.djvu,5,1,FALSE,ul. dominikańska,https://www.wbc.poznan.pl/dlibra/publication/edition/47298
10200,oai:www.wbc.poznan.pl:51072,pocztowa,other_page,0842.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51072
10206,oai:www.wbc.poznan.pl:51072,szewska,last_page,0846.djvu,5,1,FALSE,ul. szewska,https://www.wbc.poznan.pl/dlibra/publication/edition/51072
10211,oai:www.wbc.poznan.pl:50824,górna wilda,last_page,0246.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/50824
10213,oai:www.wbc.poznan.pl:50824,szkolna,last_page,0246.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50824
10215,oai:www.wbc.poznan.pl:50824,fredry,other_page,0241.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/50824
10216,oai:www.wbc.poznan.pl:50824,górna wilda,other_page,0241.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/50824
10217,oai:www.wbc.poznan.pl:50824,młyńska,other_page,0241.djvu,5,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/50824
10218,oai:www.wbc.poznan.pl:50824,szkolna,other_page,0241.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50824
10224,oai:www.wbc.poznan.pl:50692,młyńska,other_page,0306.djvu,5,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/50692
10225,oai:www.wbc.poznan.pl:50692,pocztowa,other_page,0306.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/50692
10226,oai:www.wbc.poznan.pl:50692,poplińskich,other_page,0306.djvu,5,1,FALSE,ul. poplińskich,https://www.wbc.poznan.pl/dlibra/publication/edition/50692
10227,oai:www.wbc.poznan.pl:50692,ratajczaka,other_page,0306.djvu,5,1,FALSE,ul. ratajczaka,https://www.wbc.poznan.pl/dlibra/publication/edition/50692
10228,oai:www.wbc.poznan.pl:50692,szwajcarska,other_page,0306.djvu,5,1,FALSE,ul. szwajcarska,https://www.wbc.poznan.pl/dlibra/publication/edition/50692
1024,oai:www.wbc.poznan.pl:50913,szkolna,last_page,0336.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50913
10246,oai:www.wbc.poznan.pl:47775,wodna,other_page,1494.djvu,5,1,FALSE,ul. wodna,https://www.wbc.poznan.pl/dlibra/publication/edition/47775
10247,oai:www.wbc.poznan.pl:47775,kozia,last_page,1496.djvu,5,1,FALSE,ul. kozia,https://www.wbc.poznan.pl/dlibra/publication/edition/47775
10254,oai:www.wbc.poznan.pl:50669,wolności,other_page,0234.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/50669
10255,oai:www.wbc.poznan.pl:50669,ratajczaka,other_page,0234.djvu,5,1,FALSE,ul. ratajczaka,https://www.wbc.poznan.pl/dlibra/publication/edition/50669
10269,oai:www.wbc.poznan.pl:61332,fredry,other_page,0534_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/61332
10271,oai:www.wbc.poznan.pl:61332,słowackiego,other_page,0534_0001.djvu,5,1,FALSE,ul. słowackiego,https://www.wbc.poznan.pl/dlibra/publication/edition/61332
10277,oai:www.wbc.poznan.pl:51905,szewska,last_page,0590.djvu,5,1,FALSE,ul. szewska,https://www.wbc.poznan.pl/dlibra/publication/edition/51905
10278,oai:www.wbc.poznan.pl:51905,św. marcin,last_page,0590.djvu,5,1,FALSE,ul. św. marcin,https://www.wbc.poznan.pl/dlibra/publication/edition/51905
10279,oai:www.wbc.poznan.pl:51905,grunwaldzka,other_page,0588.djvu,5,1,FALSE,ul. grunwaldzka,https://www.wbc.poznan.pl/dlibra/publication/edition/51905
10280,oai:www.wbc.poznan.pl:51905,staszica,other_page,0588.djvu,5,1,FALSE,ul. staszica,https://www.wbc.poznan.pl/dlibra/publication/edition/51905
10287,oai:www.wbc.poznan.pl:46706,pocztowa,other_page,0250.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/46706
10290,oai:www.wbc.poznan.pl:46706,strusia,other_page,0248.djvu,5,1,FALSE,ul. strusia,https://www.wbc.poznan.pl/dlibra/publication/edition/46706
10296,oai:www.wbc.poznan.pl:47767,dąbrowskiego,other_page,1458.djvu,5,1,FALSE,ul. dąbrowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/47767
10309,oai:www.wbc.poznan.pl:47679,chwaliszewo,other_page,1322.djvu,5,1,FALSE,chwaliszewo,https://www.wbc.poznan.pl/dlibra/publication/edition/47679
1031,oai:www.wbc.poznan.pl:50913,matejki,other_page,0334.djvu,5,1,FALSE,ul. matejki,https://www.wbc.poznan.pl/dlibra/publication/edition/50913
10317,oai:www.wbc.poznan.pl:47679,focha,other_page,1322.djvu,5,1,FALSE,ul. focha,https://www.wbc.poznan.pl/dlibra/publication/edition/47679
10341,oai:www.wbc.poznan.pl:46968,kraszewskiego,last_page,0602.djvu,5,1,FALSE,ul. kraszewskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/46968
10347,oai:www.wbc.poznan.pl:47089,dolina,other_page,0774.djvu,5,1,FALSE,dolina,https://www.wbc.poznan.pl/dlibra/publication/edition/47089
10357,oai:www.wbc.poznan.pl:47627,marcinkowskiego,other_page,1182.djvu,5,1,FALSE,al. marcinkowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/47627
10367,oai:www.wbc.poznan.pl:51828,pocztowa,last_page,0272.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51828
10368,oai:www.wbc.poznan.pl:51828,św. marcin,last_page,0272.djvu,5,1,FALSE,ul. św. marcin,https://www.wbc.poznan.pl/dlibra/publication/edition/51828
10371,oai:www.wbc.poznan.pl:51995,wolności,last_page,0894.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/51995
10378,oai:www.wbc.poznan.pl:51995,wolności,other_page,0890.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/51995
10388,oai:www.wbc.poznan.pl:66773,nowomiejski,other_page,0497_0001.djvu,5,1,FALSE,pl. nowomiejski,https://www.wbc.poznan.pl/dlibra/publication/edition/66773
10389,oai:www.wbc.poznan.pl:66773,fredry,other_page,0496_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/66773
10408,oai:www.wbc.poznan.pl:51078,pocztowa,other_page,0857.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51078
10414,oai:www.wbc.poznan.pl:51084,królowej jadwigi,other_page,0869.djvu,5,1,FALSE,ul. królowej jadwigi,https://www.wbc.poznan.pl/dlibra/publication/edition/51084
10415,oai:www.wbc.poznan.pl:51084,pocztowa,other_page,0869.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51084
10422,oai:www.wbc.poznan.pl:51084,wolności,last_page,0870.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/51084
10433,oai:www.wbc.poznan.pl:51871,nowomiejski,last_page,0462.djvu,5,1,FALSE,pl. nowomiejski,https://www.wbc.poznan.pl/dlibra/publication/edition/51871
10434,oai:www.wbc.poznan.pl:51871,nowomiejski,last_page,0462.djvu,5,1,FALSE,pl. nowomiejski,https://www.wbc.poznan.pl/dlibra/publication/edition/51871
10437,oai:www.wbc.poznan.pl:51871,św. marcin,last_page,0462.djvu,5,1,FALSE,ul. św. marcin,https://www.wbc.poznan.pl/dlibra/publication/edition/51871
10448,oai:www.wbc.poznan.pl:46649,marcinkowskiego,other_page,0160.djvu,5,1,FALSE,al. marcinkowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/46649
10451,oai:www.wbc.poznan.pl:51648,grunwaldzka,other_page,0151.djvu,5,1,FALSE,ul. grunwaldzka,https://www.wbc.poznan.pl/dlibra/publication/edition/51648
10455,oai:www.wbc.poznan.pl:51648,żydowska,last_page,0152.djvu,5,1,FALSE,ul. żydowska,https://www.wbc.poznan.pl/dlibra/publication/edition/51648
10464,oai:www.wbc.poznan.pl:50936,szkolna,other_page,0379.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50936
10465,oai:www.wbc.poznan.pl:50936,szkolna,last_page,0384.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50936
10468,oai:www.wbc.poznan.pl:50936,kilińskiego,other_page,0383.djvu,1,1,FALSE,ul. kilińskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/50936
10471,oai:www.wbc.poznan.pl:51039,górna wilda,last_page,0480.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/51039
10473,oai:www.wbc.poznan.pl:51039,szkolna,last_page,0480.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/51039
10474,oai:www.wbc.poznan.pl:51039,wrocławska,last_page,0480.djvu,5,1,FALSE,ul. wrocławska,https://www.wbc.poznan.pl/dlibra/publication/edition/51039
10479,oai:www.wbc.poznan.pl:51118,śniadeckich,other_page,0761.djvu,5,1,FALSE,ul. śniadeckich,https://www.wbc.poznan.pl/dlibra/publication/edition/51118
10483,oai:www.wbc.poznan.pl:51118,szkolna,last_page,0762.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/51118
10497,oai:www.wbc.poznan.pl:61271,szkolna,last_page,0222_0001.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/61271
10509,oai:www.wbc.poznan.pl:51625,pocztowa,other_page,0011.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51625
10511,oai:www.wbc.poznan.pl:51625,szeląg,other_page,0008.djvu,5,1,FALSE,szeląg,https://www.wbc.poznan.pl/dlibra/publication/edition/51625
10512,oai:www.wbc.poznan.pl:51625,pocztowa,other_page,0008.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51625
1052,oai:www.wbc.poznan.pl:66973,fredry,other_page,0771_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/66973
10520,oai:www.wbc.poznan.pl:51215,szeląg,other_page,0868.djvu,5,1,FALSE,szeląg,https://www.wbc.poznan.pl/dlibra/publication/edition/51215
10534,oai:www.wbc.poznan.pl:51215,ratajczaka,last_page,0870.djvu,5,1,FALSE,ul. ratajczaka,https://www.wbc.poznan.pl/dlibra/publication/edition/51215
10536,oai:www.wbc.poznan.pl:46616,marcinkowskiego,last_page,0090.djvu,5,1,FALSE,al. marcinkowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
10538,oai:www.wbc.poznan.pl:46616,podgórna,last_page,0090.djvu,5,1,FALSE,ul. podgórna,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
10539,oai:www.wbc.poznan.pl:46616,ratajczaka,last_page,0090.djvu,5,1,FALSE,ul. ratajczaka,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
10540,oai:www.wbc.poznan.pl:46616,skośna,last_page,0090.djvu,5,1,FALSE,ul. skośna,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
10545,oai:www.wbc.poznan.pl:46616,fredry,other_page,0088.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
10546,oai:www.wbc.poznan.pl:46616,kozia,other_page,0088.djvu,5,1,FALSE,ul. kozia,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
10547,oai:www.wbc.poznan.pl:46616,marcinkowskiego,other_page,0088.djvu,5,1,FALSE,al. marcinkowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
10548,oai:www.wbc.poznan.pl:46616,wolności,other_page,0088.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/46616
1055,oai:www.wbc.poznan.pl:50805,cieszkowskiego,last_page,0162.djvu,1,1,FALSE,ul. cieszkowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/50805
1056,oai:www.wbc.poznan.pl:50805,górna wilda,last_page,0162.djvu,1,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/50805
10564,oai:www.wbc.poznan.pl:46920,górna wilda,other_page,0474.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/46920
10565,oai:www.wbc.poznan.pl:46920,pocztowa,other_page,0474.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/46920
1057,oai:www.wbc.poznan.pl:50805,szkolna,last_page,0162.djvu,1,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50805
10571,oai:www.wbc.poznan.pl:46920,pocztowa,last_page,0476.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/46920
10579,oai:www.wbc.poznan.pl:51191,grunwaldzka,last_page,0798.djvu,5,1,FALSE,ul. grunwaldzka,https://www.wbc.poznan.pl/dlibra/publication/edition/51191
10581,oai:www.wbc.poznan.pl:51191,słowackiego,last_page,0798.djvu,5,1,FALSE,ul. słowackiego,https://www.wbc.poznan.pl/dlibra/publication/edition/51191
10582,oai:www.wbc.poznan.pl:51191,śniadeckich,last_page,0798.djvu,5,1,FALSE,ul. śniadeckich,https://www.wbc.poznan.pl/dlibra/publication/edition/51191
10584,oai:www.wbc.poznan.pl:51191,ratajczaka,other_page,0797.djvu,5,1,FALSE,ul. ratajczaka,https://www.wbc.poznan.pl/dlibra/publication/edition/51191
10587,oai:www.wbc.poznan.pl:66781,fredry,other_page,0542_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/66781
10589,oai:www.wbc.poznan.pl:66781,pocztowa,last_page,0544_0001.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/66781
10598,oai:www.wbc.poznan.pl:66984,fredry,other_page,0840_0001.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/66984
10608,oai:www.wbc.poznan.pl:46167,pocztowa,last_page,174.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/46167
10609,oai:www.wbc.poznan.pl:46167,nowa,last_page,174.djvu,5,1,FALSE,ul. nowa,https://www.wbc.poznan.pl/dlibra/publication/edition/46167
10611,oai:www.wbc.poznan.pl:50694,pocztowa,other_page,0318.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/50694
10612,oai:www.wbc.poznan.pl:50694,żydowska,last_page,0320.djvu,5,1,FALSE,ul. żydowska,https://www.wbc.poznan.pl/dlibra/publication/edition/50694
10633,oai:www.wbc.poznan.pl:51896,wolności,last_page,0548.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/51896
1064,oai:www.wbc.poznan.pl:50805,górna wilda,other_page,0157.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/50805
10642,oai:www.wbc.poznan.pl:62305,słowackiego,last_page,0212_0001.djvu,5,1,FALSE,ul. słowackiego,https://www.wbc.poznan.pl/dlibra/publication/edition/62305
1065,oai:www.wbc.poznan.pl:50805,młyńska,other_page,0157.djvu,5,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/50805
10658,oai:www.wbc.poznan.pl:51650,pocztowa,last_page,0164.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/51650
1066,oai:www.wbc.poznan.pl:50805,szkolna,other_page,0157.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50805
10672,oai:www.wbc.poznan.pl:46885,dąbrowskiego,other_page,0408.djvu,5,1,FALSE,ul. dąbrowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/46885
10673,oai:www.wbc.poznan.pl:46885,wolności,other_page,0408.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/46885
10674,oai:www.wbc.poznan.pl:46885,ratajczaka,other_page,0408.djvu,5,1,FALSE,ul. ratajczaka,https://www.wbc.poznan.pl/dlibra/publication/edition/46885
10696,oai:www.wbc.poznan.pl:50770,śniadeckich,other_page,0101.djvu,5,1,FALSE,ul. śniadeckich,https://www.wbc.poznan.pl/dlibra/publication/edition/50770
10699,oai:www.wbc.poznan.pl:50770,młyńska,other_page,0097.djvu,1,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/50770
107,oai:www.wbc.poznan.pl:61336,pocztowa,other_page,0557_0001.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/61336
10704,oai:www.wbc.poznan.pl:47777,wolności,first_page,1509.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/47777
10733,oai:www.wbc.poznan.pl:50797,marcinkowskiego,last_page,0672.djvu,5,1,FALSE,al. marcinkowskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/50797
10743,oai:www.wbc.poznan.pl:61321,szkolna,last_page,0482_0001.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/61321
10744,oai:www.wbc.poznan.pl:61321,wyspiańskiego,other_page,0479_0001.djvu,5,1,FALSE,ul. wyspiańskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/61321
10752,oai:www.wbc.poznan.pl:47661,chwaliszewo,other_page,1284.djvu,5,1,FALSE,chwaliszewo,https://www.wbc.poznan.pl/dlibra/publication/edition/47661
10756,oai:www.wbc.poznan.pl:47661,pocztowa,other_page,1285.djvu,5,1,FALSE,ul. pocztowa,https://www.wbc.poznan.pl/dlibra/publication/edition/47661
1076,oai:www.wbc.poznan.pl:51944,wolności,other_page,0698.djvu,5,1,FALSE,pl. wolności,https://www.wbc.poznan.pl/dlibra/publication/edition/51944
10760,oai:www.wbc.poznan.pl:74195,nowomiejski,last_page,1070_0001.djvu,5,1,FALSE,pl. nowomiejski,https://www.wbc.poznan.pl/dlibra/publication/edition/74195
10761,oai:www.wbc.poznan.pl:74195,nowomiejski,last_page,1070_0001.djvu,5,1,FALSE,pl. nowomiejski,https://www.wbc.poznan.pl/dlibra/publication/edition/74195
10765,oai:www.wbc.poznan.pl:61312,wyspiańskiego,other_page,0438_0001.djvu,5,1,FALSE,ul. wyspiańskiego,https://www.wbc.poznan.pl/dlibra/publication/edition/61312
10775,oai:www.wbc.poznan.pl:73447,libelta,last_page,468_0001.djvu,5,1,FALSE,ul. libelta,https://www.wbc.poznan.pl/dlibra/publication/edition/73447
10776,oai:www.wbc.poznan.pl:73447,staszica,last_page,468_0001.djvu,5,1,FALSE,ul. staszica,https://www.wbc.poznan.pl/dlibra/publication/edition/73447
10790,oai:www.wbc.poznan.pl:50775,fredry,other_page,0127.djvu,5,1,FALSE,ul. fredry,https://www.wbc.poznan.pl/dlibra/publication/edition/50775
10791,oai:www.wbc.poznan.pl:50775,górna wilda,other_page,0127.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/50775
10792,oai:www.wbc.poznan.pl:50775,libelta,other_page,0127.djvu,5,1,FALSE,ul. libelta,https://www.wbc.poznan.pl/dlibra/publication/edition/50775
10793,oai:www.wbc.poznan.pl:50775,młyńska,other_page,0127.djvu,5,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/50775
10794,oai:www.wbc.poznan.pl:50775,szkolna,other_page,0127.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/50775
10827,oai:www.wbc.poznan.pl:51150,górna wilda,last_page,0629.djvu,5,1,FALSE,górna wilda,https://www.wbc.poznan.pl/dlibra/publication/edition/51150
10828,oai:www.wbc.poznan.pl:51150,młyńska,last_page,0629.djvu,5,1,FALSE,ul. młyńska,https://www.wbc.poznan.pl/dlibra/publication/edition/51150
10829,oai:www.wbc.poznan.pl:51150,szkolna,last_page,0629.djvu,5,1,FALSE,ul. szkolna,https://www.wbc.poznan.pl/dlibra/publication/edition/51150
